"parameter_id","impc_parameter_orig_id","name","description"
"IMPC_HIS_125_001","75624"," skin - descriptor pato",""
"IMPC_HIS_385_001","75625"," skin - ma term",""
"IMPC_HIS_121_002","75626"," skin - mpath pathological entity term",""
"IMPC_HIS_123_002","75627"," skin - mpath pathological process term",""
"IMPC_HIS_077_001","75628"," small intestine - descriptor pato",""
"IMPC_HIS_386_001","75629"," small intestine - ma term",""
"IMPC_HIS_073_002","75630"," small intestine - mpath pathological entity term",""
"IMPC_HIS_075_002","75631"," small intestine - mpath pathological process term",""
"IMPC_HIS_017_001","75632"," spinal cord - descriptor pato",""
"IMPC_HIS_387_001","75633"," spinal cord - ma term",""
"IMPC_HIS_013_002","75634"," spinal cord - mpath pathological entity term",""
"IMPC_HIS_015_002","75635"," spinal cord - mpath pathological process term",""
"IMPC_HIS_095_001","75636"," spleen - descriptor pato",""
"IMPC_HIS_388_001","75637"," spleen - ma term",""
"IMPC_HIS_091_002","75638"," spleen - mpath pathological entity term",""
"IMPC_HIS_093_002","75639"," spleen - mpath pathological process term",""
"IMPC_HIS_220_001","75640"," sternum - descriptor pato",""
"IMPC_HIS_389_001","75641"," sternum - ma term",""
"IMPC_HIS_216_002","75642"," sternum - mpath pathological entity term",""
"IMPC_HIS_218_002","75643"," sternum - mpath pathological process term",""
"IMPC_HIS_071_001","75644"," stomach - descriptor pato",""
"IMPC_HIS_390_001","75645"," stomach - ma term",""
"IMPC_HIS_067_002","75646"," stomach - mpath pathological entity term",""
"IMPC_HIS_069_002","75647"," stomach - mpath pathological process term",""
"IMPC_HIS_143_001","75648"," testis - descriptor pato",""
"IMPC_HIS_391_001","75649"," testis - ma term",""
"IMPC_HIS_139_002","75650"," testis - mpath pathological entity term",""
"IMPC_HIS_141_002","75651"," testis - mpath pathological process term",""
"IMPC_HIS_023_001","75652"," thymus - descriptor pato",""
"IMPC_HIS_392_001","75653"," thymus - ma term",""
"IMPC_HIS_019_002","75654"," thymus - mpath pathological entity term",""
"IMPC_HIS_021_002","75655"," thymus - mpath pathological process term",""
"IMPC_HIS_029_001","75656"," thyroid - descriptor pato",""
"IMPC_HIS_393_001","75657"," thyroid - ma term",""
"IMPC_HIS_025_002","75658"," thyroid - mpath pathological entity term",""
"IMPC_HIS_027_002","75659"," thyroid - mpath pathological process term",""
"IMPC_HIS_248_001","75660"," tibia - descriptor pato",""
"IMPC_HIS_394_001","75661"," tibia - ma term",""
"IMPC_HIS_244_002","75662"," tibia - mpath pathological entity term",""
"IMPC_HIS_246_002","75663"," tibia - mpath pathological process term",""
"IMPC_HIS_290_001","75664"," tongue - descriptor pato",""
"IMPC_HIS_395_001","75665"," tongue - ma term",""
"IMPC_HIS_286_002","75666"," tongue - mpath pathological entity term",""
"IMPC_HIS_288_002","75667"," tongue - mpath pathological process term",""
"IMPC_HIS_283_001","75668"," tooth - descriptor pato",""
"IMPC_HIS_396_001","75669"," tooth - ma term",""
"IMPC_HIS_279_002","75670"," tooth - mpath pathological entity term",""
"IMPC_HIS_281_002","75671"," tooth - mpath pathological process term",""
"IMPC_HIS_041_001","75672"," trachea - descriptor pato",""
"IMPC_HIS_397_001","75673"," trachea - ma term",""
"IMPC_HIS_037_002","75674"," trachea - mpath pathological entity term",""
"IMPC_HIS_039_002","75675"," trachea - mpath pathological process term",""
"IMPC_HIS_262_001","75676"," trigeminal v ganglion - descriptor pato",""
"IMPC_HIS_398_001","75677"," trigeminal v ganglion - ma term",""
"IMPC_HIS_258_002","75678"," trigeminal v ganglion - mpath pathological entity term",""
"IMPC_HIS_260_002","75679"," trigeminal v ganglion - mpath pathological process term",""
"IMPC_HIS_137_001","75680"," urinary bladder - descriptor pato",""
"IMPC_HIS_399_001","75681"," urinary bladder - ma term",""
"IMPC_HIS_133_002","75682"," urinary bladder - mpath pathological entity term",""
"IMPC_HIS_135_002","75683"," urinary bladder - mpath pathological process term",""
"IMPC_HIS_173_001","75684"," uterus - descriptor pato",""
"IMPC_HIS_400_001","75685"," uterus - ma term",""
"IMPC_HIS_169_002","75686"," uterus - mpath pathological entity term",""
"IMPC_HIS_171_002","75687"," uterus - mpath pathological process term",""
"IMPC_HIS_402_001","75688"," white adipose tissue - descriptor pato",""
"IMPC_HIS_404_001","75689"," white adipose tissue - ma term",""
"IMPC_HIS_405_001","75690"," white adipose tissue - mpath pathological entity term",""
"IMPC_HIS_406_001","75691"," white adipose tissue - mpath pathological process term",""
"IMPC_HIS_208_001","75692"," experimenter id",""
"IMPC_HIS_176_001","75693"," section thickness",""
"IMPC_HIS_178_001","75694"," severity maximum score",""
"IMPC_HIS_175_001","75695"," stain",""
"IMPC_HIS_177_001","75696"," images",""
"IMPC_HIS_108_001","75697"," adrenal gland - description",""
"IMPC_HIS_104_001","75698"," adrenal gland - free text diagnostic term",""
"IMPC_HIS_106_001","75699"," adrenal gland - severity score",""
"IMPC_HIS_196_002","75700"," adrenal gland - significance score",""
"IMPC_HIS_347_001","75701"," bone - description",""
"IMPC_HIS_343_001","75702"," bone - free text diagnostic term",""
"IMPC_HIS_345_002","75703"," bone - severity score",""
"IMPC_HIS_348_002","75704"," bone - significance score",""
"IMPC_HIS_235_001","75705"," bone marrow - description",""
"IMPC_HIS_231_001","75706"," bone marrow - free text diagnostic term",""
"IMPC_HIS_233_001","75707"," bone marrow - severity score",""
"IMPC_HIS_236_001","75708"," bone marrow - significance score",""
"IMPC_HIS_006_001","75709"," brain - description",""
"IMPC_HIS_002_001","75710"," brain - free text diagnostic term",""
"IMPC_HIS_004_001","75711"," brain - severity score",""
"IMPC_HIS_179_002","75712"," brain - significance score",""
"IMPC_HIS_242_001","75713"," brown adipose tissue - description",""
"IMPC_HIS_238_001","75714"," brown adipose tissue - free text diagnostic term",""
"IMPC_HIS_240_001","75715"," brown adipose tissue - severity score",""
"IMPC_HIS_243_001","75716"," brown adipose tissue - significance score",""
"IMPC_HIS_277_001","75717"," ear - description",""
"IMPC_HIS_273_001","75718"," ear - free text diagnostic term",""
"IMPC_HIS_275_001","75719"," ear - severity score",""
"IMPC_HIS_278_001","75720"," ear - significance score",""
"IMPC_HIS_150_001","75721"," epididymis - description",""
"IMPC_HIS_146_001","75722"," epididymis - free text diagnostic term",""
"IMPC_HIS_148_001","75723"," epididymis - severity score",""
"IMPC_HIS_203_002","75724"," epididymis - significance score",""
"IMPC_HIS_048_001","75725"," esophagus - description",""
"IMPC_HIS_044_001","75726"," esophagus - free text diagnostic term",""
"IMPC_HIS_046_001","75727"," esophagus - severity score",""
"IMPC_HIS_186_002","75728"," esophagus - significance score",""
"IMPC_HIS_012_001","75729"," eye - description",""
"IMPC_HIS_008_001","75730"," eye - free text diagnostic term",""
"IMPC_HIS_010_001","75731"," eye - severity score",""
"IMPC_HIS_180_002","75732"," eye - significance score",""
"IMPC_HIS_228_001","75733"," femur - description",""
"IMPC_HIS_224_001","75734"," femur - free text diagnostic term",""
"IMPC_HIS_226_001","75735"," femur - severity score",""
"IMPC_HIS_229_001","75736"," femur - significance score",""
"IMPC_HIS_066_001","75737"," gall bladder - description",""
"IMPC_HIS_062_001","75738"," gall bladder - free text diagnostic term",""
"IMPC_HIS_064_001","75739"," gall bladder - severity score",""
"IMPC_HIS_189_002","75740"," gall bladder - significance score",""
"IMPC_HIS_036_001","75741"," heart - description",""
"IMPC_HIS_032_001","75742"," heart - free text diagnostic term",""
"IMPC_HIS_034_001","75743"," heart - severity score",""
"IMPC_HIS_184_002","75744"," heart - significance score",""
"IMPC_HIS_102_001","75745"," kidney - description",""
"IMPC_HIS_098_001","75746"," kidney - free text diagnostic term",""
"IMPC_HIS_100_001","75747"," kidney - severity score",""
"IMPC_HIS_195_002","75748"," kidney - significance score",""
"IMPC_HIS_256_001","75749"," knee joint - description",""
"IMPC_HIS_252_001","75750"," knee joint - free text diagnostic term",""
"IMPC_HIS_254_001","75751"," knee joint - severity score",""
"IMPC_HIS_257_001","75752"," knee joint - significance score",""
"IMPC_HIS_084_001","75753"," large intestine - description",""
"IMPC_HIS_080_001","75754"," large intestine - free text diagnostic term",""
"IMPC_HIS_082_001","75755"," large intestine - severity score",""
"IMPC_HIS_192_002","75756"," large intestine - significance score",""
"IMPC_HIS_060_001","75757"," liver - description",""
"IMPC_HIS_056_001","75758"," liver - free text diagnostic term",""
"IMPC_HIS_058_001","75759"," liver - severity score",""
"IMPC_HIS_188_002","75760"," liver - significance score",""
"IMPC_HIS_054_001","75761"," lung - description",""
"IMPC_HIS_050_001","75762"," lung - free text diagnostic term",""
"IMPC_HIS_052_001","75763"," lung - severity score",""
"IMPC_HIS_187_002","75764"," lung - significance score",""
"IMPC_HIS_120_001","75765"," lymph node - description",""
"IMPC_HIS_116_001","75766"," lymph node - free text diagnostic term",""
"IMPC_HIS_118_001","75767"," lymph node - severity score",""
"IMPC_HIS_198_002","75768"," lymph node - significance score",""
"IMPC_HIS_114_001","75769"," mammary gland - description",""
"IMPC_HIS_110_001","75770"," mammary gland - free text diagnostic term",""
"IMPC_HIS_112_001","75771"," mammary gland - severity score",""
"IMPC_HIS_197_002","75772"," mammary gland - significance score",""
"IMPC_HIS_270_001","75773"," nasal cavity - description",""
"IMPC_HIS_266_001","75774"," nasal cavity - free text diagnostic term",""
"IMPC_HIS_268_001","75775"," nasal cavity - severity score",""
"IMPC_HIS_271_001","75776"," nasal cavity - significance score",""
"IMPC_HIS_168_001","75777"," ovary - description",""
"IMPC_HIS_164_001","75778"," ovary - free text diagnostic term",""
"IMPC_HIS_166_001","75779"," ovary - severity score",""
"IMPC_HIS_206_002","75780"," ovary - significance score",""
"IMPC_HIS_090_001","75781"," pancreas - description",""
"IMPC_HIS_086_001","75782"," pancreas - free text diagnostic term",""
"IMPC_HIS_088_001","75783"," pancreas - severity score",""
"IMPC_HIS_193_002","75784"," pancreas - significance score",""
"IMPC_HIS_372_001","75785"," pituitary gland - description",""
"IMPC_HIS_374_001","75786"," pituitary gland - free text diagnostic term",""
"IMPC_HIS_378_001","75787"," pituitary gland - severity score",""
"IMPC_HIS_379_001","75788"," pituitary gland - significance score",""
"IMPC_HIS_156_001","75789"," prostate gland - description",""
"IMPC_HIS_152_001","75790"," prostate gland - free text diagnostic term",""
"IMPC_HIS_154_001","75791"," prostate gland - severity score",""
"IMPC_HIS_204_002","75792"," prostate gland - significance score",""
"IMPC_HIS_214_001","75793"," salivary gland - description",""
"IMPC_HIS_210_001","75794"," salivary gland - free text diagnostic term",""
"IMPC_HIS_212_001","75795"," salivary gland - severity score",""
"IMPC_HIS_215_001","75796"," salivary gland - significance score",""
"IMPC_HIS_298_001","75797"," sciatic nerve - description",""
"IMPC_HIS_294_001","75798"," sciatic nerve - free text diagnostic term",""
"IMPC_HIS_296_001","75799"," sciatic nerve - severity score",""
"IMPC_HIS_299_001","75800"," sciatic nerve - significance score",""
"IMPC_HIS_162_001","75801"," seminal vesicle - description",""
"IMPC_HIS_158_001","75802"," seminal vesicle - free text diagnostic term",""
"IMPC_HIS_160_001","75803"," seminal vesicle - severity score",""
"IMPC_HIS_205_002","75804"," seminal vesicle - significance score",""
"IMPC_HIS_132_001","75805"," skeletal muscle - description",""
"IMPC_HIS_128_001","75806"," skeletal muscle - free text diagnostic term",""
"IMPC_HIS_130_001","75807"," skeletal muscle - severity score",""
"IMPC_HIS_200_002","75808"," skeletal muscle - significance score",""
"IMPC_HIS_126_001","75809"," skin - description",""
"IMPC_HIS_122_001","75810"," skin - free text diagnostic term",""
"IMPC_HIS_124_001","75811"," skin - severity score",""
"IMPC_HIS_199_002","75812"," skin - significance score",""
"IMPC_HIS_078_001","75813"," small intestine - description",""
"IMPC_HIS_074_001","75814"," small intestine - free text diagnostic term",""
"IMPC_HIS_076_001","75815"," small intestine - severity score",""
"IMPC_HIS_191_002","75816"," small intestine - significance score",""
"IMPC_HIS_018_001","75817"," spinal cord - description",""
"IMPC_HIS_014_001","75818"," spinal cord - free text diagnostic term",""
"IMPC_HIS_016_001","75819"," spinal cord - severity score",""
"IMPC_HIS_181_002","75820"," spinal cord - significance score",""
"IMPC_HIS_096_001","75821"," spleen - description",""
"IMPC_HIS_092_001","75822"," spleen - free text diagnostic term",""
"IMPC_HIS_094_001","75823"," spleen - severity score",""
"IMPC_HIS_194_002","75824"," spleen - significance score",""
"IMPC_HIS_221_001","75825"," sternum - description",""
"IMPC_HIS_217_001","75826"," sternum - free text diagnostic term",""
"IMPC_HIS_219_001","75827"," sternum - severity score",""
"IMPC_HIS_222_001","75828"," sternum - significance score",""
"IMPC_HIS_072_001","75829"," stomach - description",""
"IMPC_HIS_068_001","75830"," stomach - free text diagnostic term",""
"IMPC_HIS_070_001","75831"," stomach - severity score",""
"IMPC_HIS_190_002","75832"," stomach - significance score",""
"IMPC_HIS_144_001","75833"," testis - description",""
"IMPC_HIS_140_001","75834"," testis - free text diagnostic term",""
"IMPC_HIS_142_001","75835"," testis - severity score",""
"IMPC_HIS_202_002","75836"," testis - significance score",""
"IMPC_HIS_024_001","75837"," thymus - description",""
"IMPC_HIS_020_001","75838"," thymus - free text diagnostic term",""
"IMPC_HIS_022_001","75839"," thymus - severity score",""
"IMPC_HIS_182_002","75840"," thymus - significance score",""
"IMPC_HIS_030_001","75841"," thyroid - description",""
"IMPC_HIS_026_001","75842"," thyroid - free text diagnostic term",""
"IMPC_HIS_028_001","75843"," thyroid - severity score",""
"IMPC_HIS_183_002","75844"," thyroid - significance score",""
"IMPC_HIS_249_001","75845"," tibia - description",""
"IMPC_HIS_245_001","75846"," tibia - free text diagnostic term",""
"IMPC_HIS_247_002","75847"," tibia - severity score",""
"IMPC_HIS_250_001","75848"," tibia - significance score",""
"IMPC_HIS_291_001","75849"," tongue - description",""
"IMPC_HIS_287_001","75850"," tongue - free text diagnostic term",""
"IMPC_HIS_289_001","75851"," tongue - severity score",""
"IMPC_HIS_292_001","75852"," tongue - significance score",""
"IMPC_HIS_284_001","75853"," tooth - description",""
"IMPC_HIS_280_001","75854"," tooth - free text diagnostic term",""
"IMPC_HIS_282_001","75855"," tooth - severity score",""
"IMPC_HIS_285_001","75856"," tooth - significance score",""
"IMPC_HIS_042_001","75857"," trachea - description",""
"IMPC_HIS_038_001","75858"," trachea - free text diagnostic term",""
"IMPC_HIS_040_001","75859"," trachea - severity score",""
"IMPC_HIS_185_002","75860"," trachea - significance score",""
"IMPC_HIS_263_001","75861"," trigeminal v ganglion - description",""
"IMPC_HIS_259_001","75862"," trigeminal v ganglion - free text diagnostic term",""
"IMPC_HIS_261_001","75863"," trigeminal v ganglion - severity score",""
"IMPC_HIS_264_001","75864"," trigeminal v ganglion - significance score",""
"IMPC_HIS_138_001","75865"," urinary bladder - description",""
"IMPC_HIS_134_001","75866"," urinary bladder - free text diagnostic term",""
"IMPC_HIS_136_001","75867"," urinary bladder - severity score",""
"IMPC_HIS_201_002","75868"," urinary bladder - significance score",""
"IMPC_HIS_174_001","75869"," uterus - description",""
"IMPC_HIS_170_001","75870"," uterus - free text diagnostic term",""
"IMPC_HIS_172_001","75871"," uterus - severity score",""
"IMPC_HIS_207_002","75872"," uterus - significance score",""
"IMPC_HIS_401_001","75873"," white adipose tissue - description",""
"IMPC_HIS_403_001","75874"," white adipose tissue - free text diagnostic term",""
"IMPC_HIS_407_001","75875"," white adipose tissue - severity score",""
"IMPC_HIS_408_001","75876"," white adipose tissue - significance score",""
"IMPC_HIS_409_001","75877"," subcutaneous adipose tissue - description",""
"IMPC_HIS_410_001","75878"," subcutaneous adipose tissue - descriptor pato",""
"IMPC_HIS_411_001","75879"," subcutaneous adipose tissue - free text diagnostic term",""
"IMPC_HIS_412_001","75880"," subcutaneous adipose tissue - ma term",""
"IMPC_HIS_413_001","75881"," subcutaneous adipose tissue - mpath pathological entity term",""
"IMPC_HIS_414_001","75882"," subcutaneous adipose tissue - mpath pathological process term",""
"IMPC_HIS_415_001","75883"," subcutaneous adipose tissue - severity score",""
"IMPC_HIS_416_001","75884"," subcutaneous adipose tissue - significance score",""
"IMPC_HIS_417_001","75885"," optic ii nerve - description","optic II nerve description"
"IMPC_HIS_418_001","75886"," optic ii nerve - descriptor pato",""
"IMPC_HIS_419_001","75887"," optic ii nerve - free text diagnostic term",""
"IMPC_HIS_420_001","75888"," optic ii nerve - ma term",""
"IMPC_HIS_421_001","75889"," optic ii nerve - mpath pathological entity term",""
"IMPC_HIS_422_001","75890"," optic ii nerve - mpath pathological process term",""
"IMPC_HIS_423_001","75891"," optic ii nerve - severity score",""
"IMPC_HIS_424_001","75892"," optic ii nerve - significance score",""
"IMPC_HIS_425_001","85609"," date of sacrifice","date of sacrifice"
"IMPC_YMZ_001_001","52053"," latency to leave start arm","latency to leave start arm"
"IMPC_YMZ_002_001","52054"," total arm entries","total arm entries"
"IMPC_YMZ_003_001","52055"," number of triplets","number of triplets"
"IMPC_YMZ_004_001","52056"," number of spontaneous alternations","spontaneous alternations"
"IMPC_YMZ_005_001","52057"," alternation ratio per number of triplets","alternation ratio"
"IMPC_YMZ_006_001","52058"," number of alternate arm entries","alternate arm entries"
"IMPC_YMZ_007_001","52059"," alternate arm entry ratio per number of triplets","alternate arm entry ratio"
"IMPC_YMZ_008_001","52060"," number of same arm entries by number of doublets","same arm entries"
"IMPC_YMZ_009_001","52061"," same arm entry ratio per total arm entries","same arm entry ratio"
"IMPC_YMZ_010_001","52062"," feacal boli (count)","feacal boli count"
"IMPC_YMZ_011_001","52063"," acclimatisation time (minimum)","acclimatisation time minimum"
"IMPC_YMZ_012_001","52064"," arm dimensions","arm dimensions"
"IMPC_YMZ_013_001","52065"," light level","light level"
"IMPC_YMZ_015_001","52067"," placement in start arm","placement in start arm"
"IMPC_YMZ_016_001","52068"," cleaning agent/disinfectant","cleaning agent disinfectant"
"IMPC_YMZ_017_001","52069"," tracking method","tracking method"
"IMPC_YMZ_018_001","52070"," scoring method","scoring method"
"IMPC_YMZ_019_001","52071"," duration at centre prior to arm re-entry","duration at centre prior to arm re entry"
"IMPC_YMZ_020_001","52072"," experimenter id","experimenter id"
"IMPC_YMZ_021_001","52073"," maze id","maze id"
"IMPC_YMZ_022_001","52074"," maze manufacturer","maze manufacturer"
"IMPC_YMZ_023_001","52075"," maze model","maze model"
"IMPC_YMZ_024_001","52076"," tracking equipment id","tracking equipment id"
"IMPC_YMZ_025_001","52077"," tracking equipment manufacturer","tracking equipment manufacturer"
"IMPC_YMZ_026_001","52078"," tracking equipment model","tracking equipment model"
"IMPC_YMZ_027_001","52079"," date tracking equipment last calibrated","date tracking equipment last calibrated"
"IMPC_YMZ_028_001","52080"," software","software"
"IMPC_YMZ_029_001","52081"," alternating start arm",""
"IMPC_LDT_001_001","52084"," side changes","side changes"
"IMPC_LDT_002_001","52085"," light side time spent","light side time spent"
"IMPC_LDT_003_001","52086"," time mobile light side","time mobile light side"
"IMPC_LDT_004_001","52087"," dark side time spent","dark side time spent"
"IMPC_LDT_005_001","52088"," time mobile dark side","time mobile dark side"
"IMPC_LDT_006_001","52089"," latency to first transition into dark","latency to first transition into dark"
"IMPC_LDT_007_001","52090"," percent time in dark","percent time in dark"
"IMPC_LDT_008_001","52091"," percent time in light","percent time in light"
"IMPC_LDT_009_001","52092"," transition","transition"
"IMPC_LDT_010_001","52093"," light side distance travelled","light side distance travelled"
"IMPC_LDT_011_001","52094"," dark side distance travelled","dark side distance travelled"
"IMPC_LDT_012_001","52095"," vertical activity (rearing)","vertical activity rearing"
"IMPC_LDT_013_001","52096"," horizontal activity","horizontal activity"
"IMPC_LDT_014_001","52097"," repetitive beam break ('stereotypy counts')","repetitive beam break stereotypy counts"
"IMPC_LDT_015_001","52098"," total distance travelled","total distance travelled"
"IMPC_LDT_016_001","52099"," light level light chamber","light level light chamber"
"IMPC_LDT_017_001","52100"," light level dark chamber","light level dark chamber"
"IMPC_LDT_018_001","52101"," experimenter id","experimenter id"
"IMPC_LDT_019_001","52102"," start time","start time"
"IMPC_LDT_020_001","52103"," arena id","arena id"
"IMPC_LDT_021_001","52104"," arena version","arena version"
"IMPC_LDT_022_001","52105"," equipment id","equipment id"
"IMPC_LDT_023_001","52106"," equipment manufacturer","equipment manufacturer"
"IMPC_LDT_024_001","52107"," equipment model","equipment model"
"IMPC_LDT_025_001","52108"," disinfectant","disinfectant"
"IMPC_LDT_026_001","52109"," starting position","starting position"
"IMPC_LDT_027_001","52110"," light-dark box's walls opaque","light dark box s walls opaque"
"IMPC_LDT_028_001","52111"," light-dark box set-up","light dark box set up"
"IMPC_LDT_029_001","52112"," light side arena dimensions (l x w x h in mm)","light side arena dimensions l x w x h in mm"
"IMPC_LDT_030_001","52113"," dark side arena dimensions (l x w x h in mm)","dark side arena dimensions l x w x h in mm"
"IMPC_LDT_031_001","52114"," entry way dimensions (l x w x h in mm)","entry way dimensions l x w x h in mm"
"IMPC_LDT_032_001","67722"," time spent in the light side in the first 5 minutes",""
"IMPC_LDT_033_001","67723"," test duration",""
"IMPC_LDT_034_001","67724"," software version",""
"IMPC_HEM_001_001","21172"," white blood cell count","white blood cell count"
"IMPC_HEM_002_001","21173"," red blood cell count","red blood cell count"
"IMPC_HEM_003_001","21174"," hemoglobin","hemoglobin"
"IMPC_HEM_004_001","21175"," hematocrit","hematocrit"
"IMPC_HEM_005_001","21176"," mean cell volume","mean cell volume"
"IMPC_HEM_006_001","21177"," mean corpuscular hemoglobin","mean corpuscular hemoglobin"
"IMPC_HEM_007_001","21178"," mean cell hemoglobin concentration","mean cell hemoglobin concentration"
"IMPC_HEM_008_001","21179"," platelet count","platelet count"
"IMPC_HEM_009_001","21180"," equipment id","equipment name"
"IMPC_HEM_010_001","21181"," equipment manufacturer","equipment manufacturer"
"IMPC_HEM_011_001","21182"," equipment model","equipment model"
"IMPC_HEM_012_001","21183"," anesthesia used for blood collection","anesthesia used for blood collection"
"IMPC_HEM_013_001","21184"," method of blood collection","method of blood collection"
"IMPC_HEM_014_001","21185"," anticoagulant","anticoagulant"
"IMPC_HEM_018_001","21186"," samples kept on ice between collection and analysis","samples kept on ice between collection and analysis "
"IMPC_HEM_020_001","21187"," id for blood collection sop","id for blood collection sop"
"IMPC_HEM_021_001","21188"," date and time of blood collection","date and time of blood collection"
"IMPC_HEM_022_001","21189"," date of measurement","date of measurement"
"IMPC_HEM_023_001","21190"," chip card number","chip card number"
"IMPC_HEM_024_001","21191"," blood collection experimenter id",""
"IMPC_HEM_025_001","21192"," date equipment last calibrated",""
"IMPC_HEM_026_001","21193"," storage temperature from blood collection until measurement",""
"IMPC_HEM_015_001","21194"," blood collection tubes",""
"IMPC_HEM_016_001","21195"," date and time of sacrifice",""
"IMPC_HEM_017_001","21196"," blood analysis experimenter id",""
"IMPC_HEM_019_001","21197"," mean platelet volume",""
"IMPC_HEM_027_001","21198"," red blood cell distribution width",""
"IMPC_GPP_001_001","40531"," placenta development","placenta development"
"IMPC_GPP_002_001","40532"," placenta morphology","placenta morphology"
"IMPC_GPP_003_001","40533"," placenta vasculature","placenta vasculature"
"IMPC_GPP_004_001","40534"," placenta size","placenta size"
"IMPC_GPP_005_001","40535"," umbilical cord morphology","umbilical cord morphology"
"IMPC_GPP_006_001","40536"," comment on image","comment on image"
"IMPC_GPP_007_001","40537"," images","images"
"IMPC_GPP_008_001","40538"," experimenter id","experimenter id"
"IMPC_GPP_009_001","40539"," equipment id","equipment id"
"IMPC_GPP_010_001","40540"," equipment manufacturer","equipment manufacturer"
"IMPC_GPP_011_001","40541"," equipment model","equipment model"
"IMPC_GPP_012_001","40542"," fixative","fixative"
"IMPC_GPP_013_001","40543"," time of dissection","time of dissection"
"IMPC_GPP_014_001","40544"," somite stage","somite stage"
"IMPC_GPP_015_001","40545"," time of dark cycle start","time of dark cycle start"
"IMPC_GPP_016_001","40546"," time of dark cycle end","time of dark cycle end"
"IMPC_GPP_017_001","40547"," date equipment last calibrated","date equipment last calibrated"
"IMPC_GPP_018_001","40548"," placenta color",""
"IMPC_VIA_001_001","31377"," viability outcome",""
"IMPC_VIA_002_001","31378"," additional outcome",""
"IMPC_VIA_003_001","31379"," total pups",""
"IMPC_VIA_004_001","31380"," total pups wt",""
"IMPC_VIA_005_001","31381"," total pups heterozygous",""
"IMPC_VIA_006_001","31382"," total pups homozygous",""
"IMPC_VIA_007_001","31383"," total male wt",""
"IMPC_VIA_008_001","31384"," total male heterozygous",""
"IMPC_VIA_009_001","31385"," total male homozygous",""
"IMPC_VIA_010_001","31386"," total male pups",""
"IMPC_VIA_011_001","31387"," total female wt",""
"IMPC_VIA_012_001","31388"," total female heterozygous",""
"IMPC_VIA_013_001","31389"," total female homozygous",""
"IMPC_VIA_014_001","31390"," total female pups",""
"IMPC_VIA_015_001","31391"," % pups wt",""
"IMPC_VIA_016_001","31392"," free comment",""
"IMPC_VIA_017_001","31393"," average litter size",""
"IMPC_VIA_018_001","31394"," % pups heterozygous",""
"IMPC_VIA_019_001","31395"," % pups homozygous",""
"IMPC_VIA_020_001","31396"," % male wt",""
"IMPC_VIA_021_001","31397"," % male heterozygous",""
"IMPC_VIA_022_001","31398"," % male homozygous",""
"IMPC_VIA_023_001","31399"," % female wt",""
"IMPC_VIA_024_001","31400"," % female heterozygous",""
"IMPC_VIA_025_001","31401"," % female homozygous",""
"IMPC_VIA_026_001","31402"," female age earliest start",""
"IMPC_VIA_027_001","31403"," female age oldest end",""
"IMPC_VIA_028_001","31404"," time of dark cycle start",""
"IMPC_VIA_029_001","31405"," time of dark cycle end",""
"IMPC_VIA_030_001","31406"," age of pups at genotype",""
"IMPC_VIA_031_001","31407"," breeding strategy",""
"IMPC_VIA_032_001","31408"," p-value for outcome call",""
"IMPC_VIA_033_001","31409"," additional subviable outcome",""
"IMPC_WEL_001_001","67597"," welfare terms","Welfare term(s) that categorise the issue(s)"
"IMPC_WEL_002_001","67598"," free-text comments","Free-text comments describing the welfare issue(s)"
"IMPC_WEL_003_001","67599"," images","Images to visually document welfare issue(s)"
"IMPC_WEL_004_001","67600"," date of observation","Date the welfare issue(s) were observed"
"IMPC_WEL_005_001","74120"," animal status",""
"IMPC_EOL_001_001","40655"," embryo reconstruction",""
"IMPC_EOL_002_001","40656"," experimenter id",""
"IMPC_EOL_003_001","40657"," equipment id",""
"IMPC_EOL_004_001","40658"," equipment manufacturer",""
"IMPC_EOL_005_001","40659"," equipment model",""
"IMPC_EOL_006_001","40660"," image pixel size",""
"IMPC_EOL_007_001","40661"," e9.5 opt preperation protocol",""
"IMPC_EOL_008_001","40662"," date equipment last calibrated",""
"IMPC_EOL_009_001","40663"," date of sacrifice",""
"IMPC_EOL_010_001","40664"," date preparation finished",""
"IMPC_EOL_011_001","40665"," date of scan",""
"IMPC_EOL_012_001","40666"," screenshots",""
"IMPC_EMO_001_001","52270"," embryo reconstruction",""
"IMPC_EMO_002_001","52271"," experimenter id",""
"IMPC_EMO_003_001","52272"," equipment id",""
"IMPC_EMO_004_001","52273"," equipment manufacturer",""
"IMPC_EMO_005_001","52274"," equipment model",""
"IMPC_EMO_006_001","52275"," equipment version",""
"IMPC_EMO_007_001","52276"," image pixel size",""
"IMPC_EMO_008_001","52277"," e14.5-e15.5 microct preparation protocol",""
"IMPC_EMO_009_001","52278"," object to source",""
"IMPC_EMO_010_001","52279"," camera to source",""
"IMPC_EMO_011_001","52280"," date equipment last calibrated",""
"IMPC_EMO_012_001","52281"," date of sacrifice",""
"IMPC_EMO_013_001","52282"," date preparation finished",""
"IMPC_EMO_014_001","52283"," date of scan",""
"IMPC_EMO_015_001","52284"," source voltage",""
"IMPC_EMO_016_001","52285"," source current",""
"IMPC_EMO_017_002","52286"," screenshots",""
"IMPC_EMO_018_001","52287"," 3rd ventricle","3rd ventricle"
"IMPC_EMO_019_001","52288"," median sulcus","median sulcus"
"IMPC_EMO_020_001","52289"," 4th ventricle","4th ventricle"
